代碼,名稱,產業,上月實際(百萬),上月MoM%,預測(百萬),預測MoM%,預測YoY%,近3月YoY中位,加速度pp,兩法一致,基期註記,大戶週Δpp,法人5日(張)
2486,一詮,光電業,739.8,5.5,737.4,-0.3,38.6,35.0,15.6,✅,,-1.25,-4089
5434,崇越,電子通路業,8173.8,8.9,7907.6,-3.3,38.4,32.9,16.4,✅,,-0.17,-61
8042,金山電,電子零組件業,436.9,-0.2,480.8,10.0,38.4,40.3,17.4,✅,,-1.38,96
8131,福懋科,半導體業,1087.5,-1.7,1214.3,11.7,38.3,49.6,15.9,❌,,-0.58,-2581
5607,遠雄港,航運業,514.9,8.8,503.7,-2.2,38.3,38.0,2.9,✅,,0.37,-492
6166,凌華,電腦及週邊設備業,1426.5,-5.4,1428.5,0.1,38.2,38.1,9.4,✅,,-0.85,-1402
2441,超豐,半導體業,1998.1,6.6,1988.8,-0.5,38.2,33.1,18.9,✅,,0.5,-2496
3711,日月光投控,半導體業,73783.7,12.2,77926.1,5.6,38.0,32.9,17.0,✅,,-0.13,29708
2603,長榮,航運業,48079.1,22.8,45411.9,-5.5,37.8,31.4,49.2,✅,,0.11,-5088
3356,奇偶,光電業,103.5,8.5,100.0,-3.4,37.4,24.1,12.3,❌,,0.09,-736
2609,陽明,航運業,20836.1,25.6,18998.2,-8.8,37.3,22.2,28.1,❌,,-0.46,6055
2211,長榮鋼,鋼鐵工業,1458.7,-10.9,1729.3,18.6,37.2,38.3,45.4,✅,,0.11,221
2483,百容,電子零組件業,201.2,1.8,191.6,-4.7,37.1,34.3,21.1,✅,,-0.36,341
3374,精材,半導體業,860.9,12.7,911.6,5.9,37.1,43.3,27.6,✅,,5.94,3197
2365,昆盈,電腦及週邊設備業,111.2,40.0,112.0,0.7,36.9,21.8,21.0,❌,,0.25,-223
5328,華容,電子零組件業,99.2,-4.6,106.4,7.3,36.8,42.0,33.6,✅,,0.61,342
8150,南茂,半導體業,2823.0,11.2,2857.6,1.2,36.7,37.2,14.1,✅,,1.47,5580
4540,全球傳動,電機機械,306.1,-8.0,297.2,-2.9,36.5,30.8,-3.6,✅,,-1.55,-474
2221,大甲,其他業,139.8,-6.2,149.5,7.0,36.4,34.6,17.6,✅,,-1.22,-167
6706,惠特,光電業,66.3,4.5,48.0,-27.5,36.4,-15.7,43.9,❌,,-2.3,32
6155,鈞寶,電子零組件業,64.6,-13.0,68.2,5.6,36.3,43.3,36.8,❌,,-0.64,502
6202,盛群,半導體業,365.5,3.8,342.4,-6.3,36.1,30.9,24.1,✅,,0.02,-162
1409,新纖,紡織纖維,4641.1,30.6,5097.8,9.8,36.1,35.1,30.3,✅,,-1.06,-5065
6548,長科*,半導體業,1555.6,3.6,1563.0,0.5,36.0,36.6,16.5,✅,,0.01,-3405
5464,霖宏,電子零組件業,100.8,0.5,107.3,6.5,36.0,37.5,-5.0,✅,,0.6,-834
5340,建榮,電子零組件業,272.9,9.9,261.5,-4.2,35.7,25.8,15.3,❌,,-0.98,90
8071,能率網通,電子零組件業,220.0,8.7,219.0,-0.4,35.6,39.1,35.6,✅,,0.61,55
3026,禾伸堂,電子零組件業,1500.9,8.9,1463.9,-2.5,35.5,33.9,33.8,✅,,-0.68,416
6831,邁科,電腦及週邊設備業,553.2,9.9,537.6,-2.8,35.5,29.3,-8.9,✅,,-2.31,-631
2369,菱生,半導體業,641.8,1.7,653.9,1.9,35.4,36.5,6.3,✅,,-0.42,-367
4961,天鈺,半導體業,1967.3,5.8,1901.3,-3.4,35.3,24.8,28.1,❌,,-0.16,1390
3189,景碩,半導體業,4548.8,7.7,4614.2,1.4,34.9,33.0,8.0,✅,,-2.49,516
2359,所羅門,其他電子業,411.5,-29.1,454.0,10.3,34.7,36.3,74.8,✅,,-2.11,-471
2324,仁寶,電腦及週邊設備業,81005.8,-15.5,79143.1,-2.3,34.6,38.2,22.7,✅,,-0.82,-17858
8016,矽創,半導體業,2035.7,1.9,2074.4,1.9,34.5,34.5,5.2,✅,,-0.25,-186
6217,中探針,電子零組件業,421.7,-1.7,458.2,8.7,34.5,43.9,21.7,❌,,-1.54,-416
2354,鴻準,其他電子業,21422.4,42.3,18555.5,-13.4,34.4,10.7,60.0,❌,,0.65,2568
8473,山林水,綠能環保,441.3,9.3,458.2,3.8,34.2,18.1,9.1,❌,,-0.47,-1762
4551,智伸科,汽車工業,824.9,10.0,805.1,-2.4,34.1,26.7,8.4,❌,,-0.21,-1632
8070,長華*,電子通路業,2232.0,5.9,2172.9,-2.7,33.9,32.8,4.7,✅,,-0.02,23
1528,恩德,電機機械,318.0,15.6,300.1,-5.6,33.8,19.7,7.0,❌,,-0.26,-2087
6174,安碁,電子零組件業,75.5,15.7,67.4,-10.7,33.8,26.9,-4.1,❌,,-0.13,-10
8050,廣積,電腦及週邊設備業,515.3,-46.1,475.9,-7.7,33.5,12.2,25.8,❌,,0.26,590
2492,華新科,電子零組件業,4444.0,12.2,4187.8,-5.8,33.4,25.8,14.7,❌,,-0.84,12619
2449,京元電子,半導體業,3990.7,10.2,4137.8,3.7,33.4,36.6,0.6,✅,,0.58,-613
8155,博智,電子零組件業,557.1,3.4,553.5,-0.7,33.3,31.9,2.6,✅,,-0.24,-299
6197,佳必琪,電子零組件業,834.7,-6.7,895.4,7.3,33.2,41.8,29.4,❌,,-0.31,-102
6147,頎邦,半導體業,2522.7,10.2,2428.3,-3.7,33.1,27.1,15.6,✅,,0.14,-15557
3094,聯傑,半導體業,21.8,-10.6,21.2,-3.1,33.1,32.1,42.5,✅,,1.32,2347
8028,昇陽半導體,半導體業,514.7,6.6,535.2,4.0,33.0,36.5,11.0,✅,,-1.01,-3656
2049,上銀,電機機械,2681.6,5.0,2526.8,-5.8,32.8,31.6,14.2,✅,,-0.35,4053
2481,強茂,半導體業,1447.7,4.2,1407.3,-2.8,32.7,27.4,18.6,✅,,4.04,-23515
6214,精誠,資訊服務業,4744.5,-29.6,4836.8,1.9,32.7,45.8,17.5,❌,,1.07,544
8121,越峰,電子零組件業,313.4,4.9,322.1,2.8,32.4,32.2,13.7,✅,,-0.2,108
2034,允強,鋼鐵工業,1354.2,10.6,1325.1,-2.2,32.2,22.5,22.3,❌,,0.31,1674
7780,大研生醫*,食品工業,197.2,-18.4,194.2,-1.5,32.1,32.1,-8.4,—,,-0.09,-36
3221,台嘉碩,通信網路業,250.7,10.9,232.2,-7.4,31.9,26.6,30.4,✅,,-1.23,-1042
2301,光寶科,電腦及週邊設備業,19005.5,1.9,20627.5,8.5,31.8,37.0,13.5,✅,,-0.41,-7974
6584,南俊國際,電子零組件業,280.3,-2.1,268.2,-4.3,31.8,40.6,-7.3,❌,,0.0,-241
6449,鈺邦,電子零組件業,505.8,9.2,504.0,-0.4,31.7,23.3,7.6,❌,,-1.5,-891
2031,新光鋼,鋼鐵工業,1765.6,12.7,1607.7,-8.9,31.6,24.8,35.5,❌,,-0.06,-113
6505,台塑化,油電燃氣業,74820.8,17.5,71605.3,-4.3,31.4,26.9,19.1,✅,,0.08,11222
5347,世界,半導體業,4705.7,-21.3,4764.2,1.2,31.4,30.2,23.0,✅,,-0.25,15786
4722,國精化,化學工業,442.7,22.1,433.7,-2.0,31.2,26.9,37.7,✅,,-0.34,232
3105,穩懋,半導體業,1892.0,7.0,1946.1,2.9,31.1,31.2,-3.1,✅,,-0.73,2026
2489,瑞軒,光電業,2690.6,7.2,2891.4,7.5,31.1,23.4,12.3,❌,,0.87,1629
3535,晶彩科,光電業,52.3,-28.3,26.1,-50.1,30.6,1057.6,1060.0,—,⚠️換檔(YoY將失速),-0.29,-718
2367,燿華,電子零組件業,1631.3,18.6,1511.0,-7.4,30.5,15.9,35.0,❌,,0.09,825
6244,茂迪,光電業,314.2,2.1,332.6,5.9,30.4,31.5,26.4,✅,,-0.41,-400
2103,台橡,橡膠工業,3641.8,-6.9,3688.7,1.3,30.3,33.0,28.8,✅,,0.16,-4198
3056,富華新,建材營造業,63.4,-22.6,79.6,25.6,30.3,10.4,67.7,❌,,0.2,69
3413,京鼎,半導體業,2162.2,-12.0,2367.7,9.5,30.1,30.1,23.8,✅,,-1.76,-132
4979,華星光,通信網路業,508.8,11.8,516.5,1.5,30.0,27.7,19.9,✅,,-1.64,-3704
5608,四維航,航運業,362.1,23.2,347.0,-4.2,30.0,21.8,20.8,❌,,0.97,-2078
3230,錦明,光電業,41.6,27.2,36.6,-12.1,29.9,11.6,3.1,❌,,-0.16,-27
3010,華立,電子通路業,8540.3,9.8,8383.8,-1.8,29.8,28.1,6.2,✅,,-0.07,-578
3031,佰鴻,光電業,123.5,7.6,120.6,-2.3,29.8,32.2,14.4,✅,,0.25,38
6282,康舒,電子零組件業,3263.4,-4.7,3475.5,6.5,29.8,28.3,10.2,✅,,-0.78,-1126
3055,蔚華科,電子通路業,41.7,202.6,29.6,-29.0,29.7,-75.2,-94.5,❌,,-0.57,-1962
2420,新巨,電子零組件業,238.0,12.9,200.5,-15.8,29.6,10.7,7.6,❌,,-0.23,133
1802,台玻,玻璃陶瓷,4581.4,8.9,4485.3,-2.1,29.5,27.0,20.6,✅,,0.19,4826
3707,漢磊,半導體業,647.8,4.4,659.2,1.8,29.5,29.9,7.5,✅,,0.08,-1226
3675,德微,半導體業,291.1,4.0,295.2,1.4,29.4,29.8,17.2,✅,,0.21,-224
2426,鼎元,光電業,255.4,2.5,236.2,-7.5,29.2,19.4,33.5,❌,,-3.75,-8644
3441,聯一光,光電業,51.4,24.2,56.2,9.5,29.1,46.2,5.9,❌,,-6.68,-713
3605,宏致,電子零組件業,1154.2,3.3,1207.3,4.6,29.0,29.8,22.6,✅,,0.35,-5581
2353,宏碁,電腦及週邊設備業,26904.0,-3.3,28136.3,4.6,29.0,21.9,-3.8,❌,,0.28,-7485
3149,正達,光電業,213.9,5.6,209.7,-2.0,28.9,24.1,43.3,✅,,-1.62,1028
7792,安葆,其他電子業,617.3,-17.7,519.1,-15.9,28.3,28.3,42.7,—,,0.0,275
5009,榮剛,鋼鐵工業,1109.5,-0.9,995.0,-10.3,28.3,12.9,17.7,❌,,-0.15,-2265
6669,緯穎,電腦及週邊設備業,117685.5,5.7,123153.3,4.6,28.3,29.8,0.1,✅,,-2.79,-4100
4908,前鼎,通信網路業,98.7,8.2,96.6,-2.1,28.1,38.5,32.5,❌,,2.89,773
3030,德律,其他電子業,1033.4,35.3,968.4,-6.3,28.0,14.7,-10.2,❌,,0.35,-1576
2374,佳能,光電業,1159.7,10.6,1246.6,7.5,27.9,27.8,-34.7,✅,,-0.75,-1570
2887,台新新光金,金融保險業,18052.3,1.8,20077.5,11.2,27.8,317.2,-356.4,—,⚠️換檔(YoY將失速),0.25,-3318
3529,力旺,半導體業,675.9,278.7,319.3,-52.8,27.7,23.8,10.8,—,⚠️換檔(YoY將失速),5.64,-544
2617,台航,航運業,454.5,1.5,471.1,3.6,27.7,34.1,25.0,❌,,0.07,3150
2379,瑞昱,半導體業,12895.1,4.7,12417.3,-3.7,27.7,21.9,17.4,✅,,-0.38,1170
1711,永光,化學工業,781.4,13.1,715.6,-8.4,27.6,15.5,16.9,❌,,0.08,-193
2493,揚博,電子零組件業,397.8,-2.1,396.1,-0.4,27.4,25.9,29.0,✅,,-0.6,467
2610,華航,航運業,22235.0,2.2,21980.8,-1.1,27.4,27.7,11.2,✅,,0.07,6244
5521,工信,建材營造業,795.3,-7.7,880.2,10.7,26.6,3.0,3.6,❌,,-0.24,-63
2399,映泰,電腦及週邊設備業,192.8,21.5,179.2,-7.0,26.5,10.7,8.2,❌,,-0.77,-2269
6224,聚鼎,電子零組件業,317.9,29.0,295.6,-7.0,26.5,14.7,19.5,❌,,-0.34,1160
3533,嘉澤,電子零組件業,3368.9,8.9,3374.9,0.2,26.2,17.2,2.0,❌,,0.98,-207
6683,雍智科技,半導體業,230.2,-0.5,233.6,1.5,25.9,24.4,-21.0,✅,,-0.09,-483
2413,環科,電子零組件業,356.4,7.3,407.0,14.2,25.9,33.5,17.1,❌,,-0.36,-2808
5309,系統電,電子零組件業,319.0,8.5,323.2,1.3,25.8,15.3,18.7,❌,,-0.46,-1072
2436,偉詮電,半導體業,403.6,8.5,408.5,1.2,25.8,26.1,0.3,✅,,1.14,848
6239,力成,半導體業,8270.1,8.5,8620.0,4.2,25.4,29.4,-5.3,✅,,0.58,2548
3532,台勝科,半導體業,1303.0,6.5,1289.7,-1.0,25.2,24.4,10.4,✅,,-0.11,1988
6257,矽格,半導體業,2014.2,2.8,2013.3,-0.0,25.1,23.7,7.0,✅,,-1.56,2656
1708,東鹼,化學工業,639.8,23.2,639.8,-0.0,25.1,18.4,13.0,❌,,0.19,-594
6757,台灣虎航,航運業,1770.1,9.5,1831.0,3.4,25.0,27.1,0.1,✅,,-0.27,-423
6435,大中,半導體業,334.5,3.6,337.3,0.8,24.8,22.2,11.2,✅,,0.0,-29
6664,群翊,電子零組件業,274.7,10.0,259.7,-5.5,24.8,19.3,6.6,✅,,-0.18,-90
6727,亞泰金屬,電子零組件業,194.2,37.3,173.1,-10.9,24.7,37.9,-13.3,❌,,-1.14,-35
2421,建準,電子零組件業,2119.4,14.2,1951.6,-7.9,24.6,18.6,3.7,✅,,4.06,-2347
4720,德淵,化學工業,365.9,8.4,355.8,-2.7,24.5,24.5,6.1,✅,,-0.45,2
3236,千如,電子零組件業,247.6,32.1,232.0,-6.3,24.4,11.9,-1.2,❌,,-0.13,919
6218,豪勉,通信網路業,103.0,-49.8,114.8,11.5,24.4,14.6,-23.5,❌,,4.25,1296
3714,富采,光電業,2388.0,11.9,2360.1,-1.2,24.2,19.0,25.5,✅,,0.02,4825
3034,聯詠,半導體業,10296.3,2.7,10156.5,-1.4,24.2,18.9,28.6,✅,,0.02,3535
3163,波若威,通信網路業,210.1,15.9,232.1,10.5,24.1,28.6,12.1,✅,,-8.77,-869
3444,利機,電子通路業,137.2,16.8,127.9,-6.8,24.0,17.1,18.9,❌,,0.0,23
2375,凱美,電子零組件業,621.0,14.3,588.4,-5.2,23.8,18.4,15.6,✅,,-2.81,-274
5285,界霖,半導體業,604.6,16.2,567.7,-6.1,23.8,18.5,21.2,✅,,-0.43,-399
1326,台化,塑膠工業,31267.0,13.0,28690.8,-8.2,23.6,15.4,-6.1,❌,,1.16,10068
6829,千附精密,半導體業,201.3,-7.2,214.5,6.6,23.5,37.2,9.1,❌,,0.06,-506
3023,信邦,電子零組件業,3167.2,2.4,3052.9,-3.6,23.3,17.6,10.0,✅,,0.68,-59
2402,毅嘉,電子零組件業,1166.7,2.8,1179.1,1.1,23.3,21.7,8.2,✅,,-0.39,-810
2618,長榮航,航運業,22453.6,-4.3,22554.2,0.4,23.1,22.1,3.7,✅,,0.22,575
2606,裕民,航運業,1764.4,2.9,1798.8,2.0,22.7,35.5,17.8,❌,,0.67,1751
8222,寶一,電機機械,91.4,33.6,92.2,0.8,22.5,-10.3,-5.3,❌,,-0.06,-250
2836,高雄銀,金融保險業,575.2,1.6,526.1,-8.5,22.5,14.7,10.1,❌,,0.08,-638
6805,富世達,電子零組件業,1360.0,12.7,1449.6,6.6,22.5,32.7,-26.4,❌,,0.51,562
2009,第一銅,鋼鐵工業,345.9,12.6,318.3,-8.0,22.3,15.5,2.8,❌,,-0.63,-2115
6226,光鼎,光電業,60.1,7.6,57.5,-4.3,22.2,21.5,22.3,✅,,-1.74,-1723
1560,中砂,電機機械,886.3,6.4,842.5,-4.9,22.2,17.8,-6.6,✅,,0.09,721
2392,正崴,電子零組件業,8941.3,62.6,8384.6,-6.2,21.7,15.7,21.2,✅,,-0.32,-277
3479,安勤,電腦及週邊設備業,956.5,8.4,863.8,-9.7,21.7,19.7,10.2,✅,,0.02,145
3042,晶技,電子零組件業,1365.6,14.5,1394.4,2.1,21.7,20.0,17.3,✅,,-2.94,-4196
3293,鈊象,文化創意業,2228.8,2.9,2208.6,-0.9,21.5,17.2,-0.6,✅,,0.83,-752
3227,原相,半導體業,893.0,8.9,899.4,0.7,21.4,21.0,26.5,✅,,-1.12,-1682
6509,聚和,化學工業,462.1,11.7,436.5,-5.5,21.3,8.5,1.3,❌,,0.28,-361
6432,今展科,電子零組件業,117.2,17.0,112.6,-3.9,21.2,21.2,27.1,✅,,0.0,329
5469,瀚宇博,電子零組件業,6589.5,12.7,6273.8,-4.8,21.2,15.4,-23.3,✅,,-0.18,-144
3504,揚明光,光電業,266.6,8.5,250.2,-6.1,21.0,16.1,13.8,✅,,-1.1,-20
2303,聯電,半導體業,23844.0,3.1,23176.8,-2.8,21.0,19.0,12.7,✅,,0.78,44424
5536,聖暉*,其他電子業,3885.5,-18.6,4085.3,5.1,21.0,24.9,9.7,✅,,-0.59,278
1909,榮成,造紙工業,4324.4,-8.2,4490.1,3.8,20.3,20.3,18.2,✅,,0.09,-2511
2880,華南金,金融保險業,7755.4,3.4,7619.5,-1.8,20.3,29.2,-3.4,❌,,0.11,16193
1608,華榮,電器電纜,1268.0,15.0,1203.8,-5.1,20.2,13.3,-0.7,❌,,-0.38,-58
6830,汎銓,其他電子業,240.8,16.7,231.2,-4.0,20.1,19.4,-3.4,✅,,-1.82,247
4749,新應材,半導體業,415.0,-8.7,410.2,-1.2,20.1,22.5,-10.1,✅,,1.14,-254
1717,長興,化學工業,4093.0,6.8,4038.9,-1.3,20.0,16.2,10.8,✅,,2.29,-18946
1402,遠東新,紡織纖維,23366.5,1.9,23785.4,1.8,20.0,19.4,22.7,✅,,0.07,-3991
3704,合勤控,通信網路業,1916.6,-44.7,2447.0,27.7,19.8,31.1,6.0,❌,,-0.23,-940
3388,崇越電,電子零組件業,729.9,-0.9,741.5,1.6,19.5,19.5,-6.5,✅,,-0.14,286
2634,漢翔,航運業,3196.7,12.4,3254.0,1.8,19.4,18.9,25.9,✅,,-3.61,-7514
2106,建大,橡膠工業,3237.2,4.1,3197.5,-1.2,19.1,11.6,3.6,❌,,-0.01,-2170
3587,閎康,其他電子業,563.1,0.8,571.7,1.5,19.1,18.6,-2.7,✅,,-0.25,-82
4772,台特化,化學工業,324.2,7.9,324.2,0.0,19.0,269.3,-3.5,—,⚠️換檔(YoY將失速),-0.31,99
4938,和碩,電腦及週邊設備業,86015.2,-5.8,78312.7,-9.0,18.9,12.0,27.2,❌,,-0.01,945
6949,沛爾生醫-創,生技醫療業,2.5,-23.1,2.9,15.7,18.8,18.8,-55.7,—,,25.85,-7378
2905,三商,貿易百貨業,795.9,-94.9,893.7,12.3,18.6,-19.9,-25.4,—,⚠️換檔(YoY將失速),0.09,203
5425,台半,半導體業,1730.5,3.6,1661.1,-4.0,18.6,11.8,11.4,❌,,-3.21,716
2393,億光,光電業,1974.3,7.8,1933.4,-2.1,18.4,10.6,14.9,❌,,0.05,-974
5392,能率,光電業,852.5,9.5,791.6,-7.1,18.2,9.2,7.5,❌,,-1.55,-1252
2845,遠東銀,金融保險業,1281.1,-2.1,1283.9,0.2,17.9,20.1,7.5,✅,,0.29,4667
3617,碩天,其他電子業,1247.4,1.2,1303.5,4.5,17.7,21.5,20.3,✅,,0.14,-43
4306,炎洲,塑膠工業,1274.9,-0.9,1340.8,5.2,17.5,19.9,4.9,✅,,-0.21,-838
4906,正文,通信網路業,1549.9,29.9,1241.3,-19.9,17.3,-5.2,34.6,❌,,-1.51,-24
8086,宏捷科,半導體業,418.6,2.7,439.3,5.0,17.3,18.4,-29.6,✅,,-2.5,-3066
2645,長榮航太,航運業,1722.6,-5.6,1720.9,-0.1,17.3,13.0,1.3,✅,,-0.57,-663
2484,希華,電子零組件業,235.6,13.6,213.1,-9.5,17.2,4.7,9.3,❌,,-1.76,-528
4510,高鋒,電機機械,186.0,16.1,161.5,-13.2,17.2,2.6,-43.1,❌,,0.04,-1427
6840,東研信超,其他電子業,90.7,-7.5,89.3,-1.6,17.1,17.1,6.7,✅,,0.78,-21
3211,順達,電腦及週邊設備業,1228.7,-3.1,1672.6,36.1,17.0,20.6,2.0,✅,,-0.42,-1622
6789,采鈺,半導體業,914.7,7.2,910.6,-0.5,16.9,16.1,9.9,✅,,-0.48,-33
1609,大亞,電器電纜,2905.7,-13.8,2934.5,1.0,16.8,22.0,5.8,✅,,0.16,2227
6530,創威,通信網路業,32.3,2.2,34.0,5.2,16.7,19.5,4.2,✅,,0.03,-261
6153,嘉聯益,電子零組件業,565.6,1.6,571.8,1.1,16.7,20.6,35.0,✅,,-0.36,811
1563,巧新,汽車工業,650.1,-13.2,626.4,-3.6,16.7,18.7,19.7,✅,,50.34,-292
8163,達方,電腦及週邊設備業,2529.2,7.9,2433.3,-3.8,16.6,16.2,4.6,✅,,-0.21,-750
4714,永捷,化學工業,149.5,5.6,156.4,4.7,16.5,14.7,-81.4,✅,,-0.15,-103
6182,合晶,半導體業,994.4,2.9,975.4,-1.9,16.5,14.1,11.1,✅,,-2.96,2538
3701,大眾控,電腦及週邊設備業,883.9,30.9,897.3,1.5,16.5,6.7,37.0,❌,,-0.1,-164
3543,州巧,光電業,291.1,8.3,266.3,-8.5,16.3,10.4,19.2,❌,,-0.58,-611
3066,李洲,光電業,21.5,-20.3,18.1,-15.9,16.3,50.0,27.4,—,⚠️換檔(YoY將失速),-0.57,14
1444,力麗,紡織纖維,517.2,-21.6,604.1,16.8,16.2,25.6,11.6,❌,,0.04,-2013
1210,大成,食品工業,9639.5,7.7,9942.3,3.1,16.2,12.2,7.9,✅,,-0.08,1409
1718,中纖,化學工業,4902.3,19.2,4652.2,-5.1,16.2,9.1,9.2,❌,,-0.02,6062
3005,神基,電腦及週邊設備業,3623.4,-14.8,3787.7,4.5,16.1,16.1,16.2,✅,,0.04,1207
4915,致伸,電子零組件業,5857.3,-6.9,5903.0,0.8,16.0,12.7,8.8,✅,,-0.18,-1141
2852,第一保,金融保險業,919.3,11.0,747.7,-18.7,16.0,-6.8,-8.0,❌,,-0.09,-401
9938,百和,其他業,1477.7,17.6,1725.9,16.8,16.0,16.0,23.9,✅,,-0.33,-1877
1904,正隆,造紙工業,4255.7,9.7,4084.3,-4.0,15.8,12.9,2.5,✅,,0.06,870
5904,寶雅,居家生活,2471.7,10.1,2586.6,4.6,15.8,19.2,-1.4,✅,,-1.16,1179
2002,中鋼,鋼鐵工業,29719.7,6.2,28580.6,-3.8,15.5,9.6,11.9,❌,,-0.1,21535
2313,華通,電子零組件業,6955.2,0.6,7577.9,9.0,15.5,16.0,16.0,✅,,0.54,-26613
1307,三芳,塑膠工業,1066.2,25.0,1096.2,2.8,15.3,11.0,12.1,✅,,-0.39,33
5483,中美晶,半導體業,6997.7,-9.2,6934.2,-0.9,15.3,7.6,7.9,❌,,0.11,2134
6127,九豪,電子零組件業,93.6,-3.3,95.4,1.9,15.2,11.7,21.3,✅,,-1.93,-516
2540,愛山林,建材營造業,1092.6,15.2,881.0,-19.4,15.1,-49.1,-16.0,❌,,0.07,1125
3576,聯合再生,光電業,308.0,47.9,323.7,5.1,15.0,27.6,69.0,—,⚠️換檔(YoY將失速),0.17,93
6191,精成科,電子零組件業,3919.9,13.7,3628.9,-7.4,15.0,10.3,-60.7,✅,,-0.12,695
6603,富強鑫,電機機械,443.0,10.2,536.4,21.1,15.0,22.7,13.8,❌,,0.03,-338
1605,華新,電器電纜,15714.0,-6.0,14411.9,-8.3,14.8,11.1,23.2,✅,,0.03,-2
3013,晟銘電,電腦及週邊設備業,824.6,-7.1,924.4,12.1,14.5,26.5,-14.1,❌,,-1.0,-146
4904,遠傳,通信網路業,9252.4,-3.8,9449.8,2.1,14.5,14.9,9.8,✅,,0.0,3938
8110,華東,半導體業,687.9,4.2,731.9,6.4,14.5,18.5,6.9,✅,,-0.11,-812
6271,同欣電,半導體業,1130.3,4.7,1092.1,-3.4,14.5,10.6,15.2,✅,,0.02,2753
2884,玉山金,金融保險業,8761.3,-6.4,9439.6,7.7,14.4,24.8,14.6,❌,,0.77,20911
3035,智原,半導體業,1062.1,-25.0,1042.0,-1.9,14.3,10.0,79.3,✅,,0.36,726
6205,詮欣,電子零組件業,131.2,-5.5,109.7,-16.4,14.2,14.2,34.6,✅,,-0.48,48
6125,廣運,電機機械,365.3,0.7,392.9,7.5,14.2,22.6,-27.4,❌,,-0.24,-559
3685,元創精密,電機機械,88.5,-25.7,95.3,7.7,14.2,5.8,-68.5,❌,,1.21,88
6121,新普,電腦及週邊設備業,7106.5,0.8,7364.9,3.6,14.1,11.5,7.1,✅,,-0.1,-249
4533,協易機,電機機械,404.4,27.9,373.9,-7.5,14.0,9.2,2.6,✅,,-0.02,-350
4532,瑞智,電機機械,1667.8,-15.5,1404.9,-15.8,14.0,16.7,20.0,✅,,-0.2,328
2355,敬鵬,電子零組件業,1472.6,7.8,1474.2,0.1,13.9,11.8,14.9,✅,,-0.17,519
1476,儒鴻,紡織纖維,3752.4,-0.3,3799.0,1.2,13.4,14.4,18.2,✅,,0.25,-2373
1712,興農,化學工業,1571.1,-8.4,1689.2,7.5,13.4,11.4,3.6,✅,,0.01,294
2612,中航,航運業,480.7,7.4,456.9,-5.0,13.3,12.0,5.6,✅,,-0.13,575
2006,東和鋼鐵,鋼鐵工業,5196.9,-5.1,5129.4,-1.3,12.8,9.0,12.2,✅,,0.0,-457
2520,冠德,建材營造業,1761.6,-48.2,2753.6,56.3,12.7,52.3,43.4,❌,,0.36,-1040
2801,彰銀,金融保險業,4787.2,-0.6,4284.0,-10.5,12.7,9.5,0.7,✅,,-0.29,-18313
5515,建國,建材營造業,697.9,-0.9,751.5,7.7,12.6,24.6,17.0,❌,,-0.16,-747
2105,正新,橡膠工業,8595.3,0.3,8969.9,4.4,12.6,12.4,5.2,✅,,-0.2,-3554
1612,宏泰,電器電纜,746.8,4.1,642.6,-14.0,12.3,-11.3,-12.8,❌,,0.02,685
8215,明基材,光電業,1663.8,1.5,1709.6,2.8,12.2,13.0,16.2,✅,,0.23,256
1504,東元,電機機械,5528.9,4.8,5189.3,-6.1,12.1,10.6,7.3,✅,,-0.29,745
2323,中環,光電業,644.8,0.9,662.1,2.7,12.0,16.9,10.5,✅,,0.08,-7336
2454,聯發科,半導體業,48474.9,-16.4,49877.9,2.9,12.0,5.0,9.1,❌,,-0.02,6358
2834,臺企銀,金融保險業,3624.8,8.4,3524.4,-2.8,11.9,18.0,13.2,❌,,-0.33,29111
2328,廣宇,電子零組件業,2049.5,4.6,2024.5,-1.2,11.8,1.0,29.5,❌,,0.38,406
5876,上海商銀,金融保險業,5216.5,-1.7,4742.5,-9.1,11.6,5.3,8.5,❌,,0.18,24117
2362,藍天,電腦及週邊設備業,1817.3,-18.5,2005.3,10.3,11.5,9.6,-1.8,✅,,-0.02,562
1519,華城,電機機械,2049.9,18.5,1899.5,-7.3,11.5,-9.3,-15.7,❌,,-0.15,818
6290,良維,電子零組件業,902.2,6.4,919.5,1.9,11.5,8.6,-5.9,✅,,0.41,139
2405,輔信,電腦及週邊設備業,165.2,0.3,168.4,1.9,11.4,21.9,20.9,❌,,-0.11,-277
8932,智通*,數位雲端,192.1,-20.8,203.3,5.8,11.2,3.6,-11.2,❌,,-1.14,-484
5439,高技,電子零組件業,1050.3,-4.8,1169.7,11.4,11.1,22.1,-38.2,❌,,-2.4,1
6668,中揚光,光電業,107.7,0.1,109.4,1.6,11.1,12.1,3.6,✅,,-0.36,-19
9921,巨大,運動休閒,5758.2,-0.0,5569.5,-3.3,10.8,12.7,29.8,✅,,0.13,-298
6278,台表科,光電業,4668.0,6.7,4621.5,-1.0,10.7,9.2,11.9,✅,,-0.45,632
5381,光譜,電機機械,242.7,82.1,226.3,-6.8,10.7,16.6,33.6,❌,,0.06,92
1503,士電,電機機械,2971.5,-4.4,3156.6,6.2,10.5,8.3,-24.2,✅,,-0.21,1862
2897,王道銀行,金融保險業,1144.7,-3.7,1168.3,2.1,10.5,17.4,-12.1,❌,,0.37,2371
