wcode,kind,uname,ucode
080036,call,牧德,3563
080037,call,宏致,3605
080038,call,jpp-KY,5284
080039,call,亞翔,6139
08003U,put,元大台灣50,0050
080040,call,矽力*-KY,6415
080041,call,AES-KY,6781
080042,call,勤誠,8210
080044,call,南亞,1303
080045,call,南亞,1303
080046,call,光寶科,2301
080047,call,鴻海,2317
080048,call,鴻海,2317
080049,call,鴻海,2317
080050,call,鴻海,2317
080051,call,友達,2409
080052,call,皇昌,2543
080053,call,嘉晶,3016
080054,call,帆宣,6196
080055,call,矽格,6257
080056,call,騰輝電子-KY,6672
080057,call,AES-KY,6781
080058,call,勤誠,8210
080059,call,元大台灣50,0050
080060,call,元大台灣50,0050
080062,call,南亞,1303
080063,call,南亞,1303
080064,call,南亞,1303
080065,call,中砂,1560
080066,call,永光,1711
080067,call,光寶科,2301
080068,call,光寶科,2301
080069,call,華通,2313
080070,call,華邦電,2344
080071,call,漢唐,2404
080072,call,南亞科,2408
080073,call,晶豪科,3006
080074,call,健鼎,3044
080075,call,健鼎,3044
080076,call,全科,3209
080077,call,牧德,3563
080078,call,辛耘,3583
080079,call,智伸科,4551
08007U,put,康舒,6282
080080,call,矽力*-KY,6415
080081,call,矽力*-KY,6415
080083,call,統新,6426
080085,call,力智,6719
080086,call,AES-KY,6781
080087,call,松川精密,7788
080088,call,南茂,8150
080089,call,天二科技,6834
080090,call,倍利科,7822
080092,call,光寶科,2301
080093,call,南亞科,2408
080094,call,南亞科,2408
080095,call,強茂,2481
080096,call,定穎投控,3715
080098,call,上銀,2049
080099,call,楠梓電,2316
080100,call,旺宏,2337
080101,call,華碩,2357
080102,call,技嘉,2376
080103,call,南亞科,2408
080104,call,長榮,2603
080105,call,長榮航,2618
080106,call,群創,3481
080107,call,緯穎,6669
080108,call,富世達,6805
080109,call,楠梓電,2316
080110,call,楠梓電,2316
080111,call,楠梓電,2316
080112,call,楠梓電,2316
080113,call,旺宏,2337
080114,call,華邦電,2344
080115,call,華邦電,2344
080116,call,南亞科,2408
080117,call,南亞科,2408
080118,call,超豐,2441
080119,call,超豐,2441
080120,call,強茂,2481
080122,call,兆赫,2485
080123,call,長榮航,2618
080124,call,健和興,3003
080125,call,威強電,3022
080126,call,群創,3481
080127,call,群創,3481
080128,call,群創,3481
080129,call,定穎投控,3715
080130,call,帆宣,6196
080131,call,帆宣,6196
080132,call,飛捷,6206
080133,call,飛捷,6206
080134,call,力成,6239
080135,call,同欣電,6271
080136,call,力積電,6770
080137,call,力積電,6770
080138,call,AES-KY,6781
080139,call,AES-KY,6781
080140,call,富世達,6805
080141,call,天二科技,6834
080142,call,天二科技,6834
080143,call,天二科技,6834
080144,call,倍利科,7822
080145,call,勤誠,8210
080146,call,宇瞻,8271
080147,call,宇瞻,8271
080150,call,台橡,2103
080151,call,光寶科,2301
080152,call,楠梓電,2316
080153,call,台積電,2330
080154,call,旺宏,2337
080155,call,旺宏,2337
080156,call,旺宏,2337
080157,call,華邦電,2344
080158,call,華邦電,2344
080159,call,華邦電,2344
080160,call,華碩,2357
080161,call,矽統,2363
080162,call,研華,2395
080163,call,南亞科,2408
080164,call,南亞科,2408
080166,call,南亞科,2408
080167,call,南亞科,2408
080168,call,南亞科,2408
080169,call,南亞科,2408
080170,call,南亞科,2408
080171,call,南亞科,2408
080172,call,南亞科,2408
080173,call,建準,2421
080174,call,建準,2421
080175,call,鼎元,2426
080176,call,文曄,3036
080177,call,凌航,3135
080178,call,緯創,3231
080179,call,緯創,3231
080180,call,群創,3481
080181,call,宏致,3605
080182,call,貿聯-KY,3665
080183,call,貿聯-KY,3665
080184,call,飛捷,6206
080185,call,飛捷,6206
080186,call,緯穎,6669
080187,call,力積電,6770
080188,call,富世達,6805
080189,call,富世達,6805
080190,call,天二科技,6834
080191,call,松川精密,7788
080195,call,南亞,1303
080196,call,光寶科,2301
080197,call,楠梓電,2316
080198,call,南亞科,2408
080199,call,大毅,2478
08019U,put,康舒,6282
080200,call,強茂,2481
080201,call,強茂,2481
080202,call,強茂,2481
080203,call,嘉晶,3016
080204,call,文曄,3036
080205,call,矽力*-KY,6415
080206,call,倍利科,7822
080207,call,直得,1597
080208,call,楠梓電,2316
080209,call,智邦,2345
080210,call,鴻準,2354
080211,call,鴻準,2354
080212,call,強茂,2481
080213,call,健鼎,3044
080214,call,群創,3481
080215,call,飛捷,6206
080216,call,台郡,6269
080217,call,富世達,6805
080218,call,富世達,6805
080219,call,華新,1605
080220,call,台玻,1802
080221,call,第一銅,2009
080222,call,光寶科,2301
080223,call,華通,2313
080224,call,楠梓電,2316
080225,call,楠梓電,2316
080226,call,台積電,2330
080227,call,台積電,2330
080228,call,台積電,2330
080229,call,旺宏,2337
080230,call,華邦電,2344
080231,call,所羅門,2359
080232,call,金像電,2368
080233,call,微星,2377
080234,call,瑞昱,2379
080235,call,南亞科,2408
080236,call,建準,2421
080237,call,京元電子,2449
080238,call,志聖,2467
080239,call,強茂,2481
080240,call,強茂,2481
080241,call,亞光,3019
080242,call,群創,3481
080243,call,群創,3481
080244,call,嘉澤,3533
080245,call,日月光投控,3711
080246,call,十銓,4967
080247,call,彩晶,6116
080248,call,力成,6239
080249,call,台塑化,6505
080250,call,騰輝電子-KY,6672
080251,call,富世達,6805
080252,call,兆聯實業,6944
080253,call,意騰-KY,7749
080254,call,南茂,8150
080255,call,勤誠,8210
080256,call,宇瞻,8271
080257,call,巨大,9921
080258,call,南亞,1303
080259,call,新光鋼,2031
08025U,put,定穎投控,3715
080260,call,光寶科,2301
080261,call,楠梓電,2316
080262,call,華邦電,2344
080263,call,技嘉,2376
080264,call,南亞科,2408
080265,call,南亞科,2408
080266,call,友達,2409
080267,call,強茂,2481
080268,call,強茂,2481
080269,call,強茂,2481
08026U,put,定穎投控,3715
080270,call,大立光,3008
080271,call,緯創,3231
080272,call,群創,3481
080273,call,群創,3481
080274,call,貿聯-KY,3665
080275,call,日月光投控,3711
080276,call,臻鼎-KY,4958
080277,call,祥碩,5269
080278,call,亞翔,6139
080279,call,力成,6239
08027U,put,緯穎,6669
080280,call,啟碁,6285
080281,call,矽力*-KY,6415
080282,call,矽力*-KY,6415
080283,call,矽力*-KY,6415
080284,call,光聖,6442
080285,call,力積電,6770
080286,call,富世達,6805
080287,call,天二科技,6834
080288,call,天虹,6937
080289,call,奕力-KY,6962
080290,call,金像電,2368
080291,call,金像電,2368
080292,call,凱美,2375
080293,call,凱美,2375
080294,call,凱美,2375
080295,call,凱美,2375
080296,call,威盛,2388
080297,call,研華,2395
080298,call,南亞科,2408
080299,call,南亞科,2408
080300,call,南亞科,2408
080301,call,群創,3481
080302,call,群創,3481
080303,call,臻鼎-KY,4958
080304,call,力成,6239
080305,call,旭隼,6409
080306,call,富世達,6805
080307,call,倍利科,7822
080308,call,宇瞻,8271
080309,call,華新,1605
080310,call,金像電,2368
080311,call,永光,1711
080312,call,中鋼,2002
080313,call,第一銅,2009
080314,call,新光鋼,2031
080315,call,南帝,2108
080316,call,華邦電,2344
080317,call,矽統,2363
080318,call,立隆電,2472
080319,call,群創,3481
080320,call,群創,3481
080321,call,嘉澤,3533
080322,call,致新,8081
080323,call,至上,8112
080324,call,至上,8112
080325,call,美利達,9914
080326,call,巨大,9921
080327,call,巨大,9921
080328,call,南亞,1303
080329,call,偉詮電,2436
08032U,put,奇鋐,3017
080330,call,威強電,3022
080331,call,智伸科,4551
080332,call,飛捷,6206
080333,call,矽力*-KY,6415
080334,call,矽創,8016
080335,call,士電,1503
080336,call,至上,8112
080337,call,巨大,9921
080338,call,旺宏,2337
080339,call,旺宏,2337
08033U,put,世芯-KY,3661
080340,call,聯鈞,3450
080341,call,聯鈞,3450
080342,call,旺宏,2337
080343,call,華邦電,2344
080344,call,華邦電,2344
080345,call,矽統,2363
080346,call,長榮,2603
080347,call,長榮,2603
080348,call,萬海,2615
080349,call,萬海,2615
080350,call,乙盛-KY,5243
080351,call,旺宏,2337
080352,call,旺宏,2337
080353,call,研華,2395
080354,call,超豐,2441
080355,call,強茂,2481
080356,call,強茂,2481
080357,call,強茂,2481
080358,call,長榮航太,2645
080359,call,嘉晶,3016
080360,call,威強電,3022
080361,call,威強電,3022
080362,call,昇貿,3305
080363,call,昇貿,3305
080364,call,群創,3481
080365,call,鈞興-KY,4571
080366,call,臻鼎-KY,4958
080367,call,天二科技,6834
080368,call,永擎,7711
080369,call,永擎,7711
080370,call,宏全,9939
080371,call,亞德客-KY,1590
080372,call,光寶科,2301
080373,call,光寶科,2301
080374,call,華邦電,2344
080375,call,華邦電,2344
080376,call,兆赫,2485
080377,call,長榮,2603
080378,call,長榮,2603
080379,call,文曄,3036
080380,call,緯創,3231
080381,call,辛耘,3583
080382,call,力成,6239
080383,call,啟碁,6285
080384,call,矽力*-KY,6415
080385,call,華新,1605
080386,call,光寶科,2301
080387,call,光寶科,2301
080388,call,光寶科,2301
080389,call,台積電,2330
08038P,put,鴻海,2317
080390,call,台積電,2330
080391,call,台積電,2330
080392,call,台積電,2330
080393,call,友達,2409
080394,call,強茂,2481
080395,call,強茂,2481
080396,call,萬海,2615
080397,call,威強電,3022
080398,call,晶技,3042
080399,call,日月光投控,3711
080400,call,南茂,8150
080401,call,南茂,8150
080407,call,南亞,1303
080408,call,華城,1519
080409,call,和桐,1714
080410,call,台橡,2103
080411,call,台橡,2103
080412,call,中砂,1560
080413,call,光寶科,2301
080414,call,楠梓電,2316
080415,call,聯鈞,3450
080416,call,聯鈞,3450
080417,call,鴻海,2317
080418,call,台積電,2330
080419,call,台積電,2330
080420,call,台積電,2330
080421,call,華碩,2357
080422,call,華碩,2357
080423,call,矽統,2363
080424,call,金像電,2368
080425,call,技嘉,2376
080426,call,微星,2377
080427,call,漢唐,2404
080428,call,漢唐,2404
080429,call,友達,2409
080430,call,京元電子,2449
080431,call,京元電子,2449
080432,call,揚博,2493
080433,call,亞航,2630
080434,call,健和興,3003
080435,call,大立光,3008
080436,call,德律,3030
080437,call,晶技,3042
080438,call,晶技,3042
080439,call,健鼎,3044
080440,call,緯創,3231
080441,call,緯創,3231
080442,call,緯創,3231
080443,call,緯創,3231
080444,call,群創,3481
080445,call,貿聯-KY,3665
080446,call,日月光投控,3711
080447,call,大銀微系統,4576
080448,call,臻鼎-KY,4958
080449,call,中磊,5388
080450,call,亞翔,6139
080451,call,帆宣,6196
080452,call,啟碁,6285
080453,call,旭隼,6409
080454,call,旭隼,6409
080455,call,力積電,6770
080456,call,富世達,6805
080457,call,天二科技,6834
080458,call,天二科技,6834
080459,call,天二科技,6834
080460,call,至上,8112
080461,call,至上,8112
080462,call,巨大,9921
080463,call,巨大,9921
080464,call,南亞,1303
080465,call,東元,1504
080466,call,上銀,2049
080467,call,光寶科,2301
080468,call,華通,2313
080469,call,楠梓電,2316
080470,call,鴻海,2317
080471,call,旺宏,2337
080472,call,華邦電,2344
080473,call,華碩,2357
080474,call,所羅門,2359
080475,call,矽統,2363
080476,call,金像電,2368
080477,call,瑞昱,2379
080478,call,研華,2395
080479,call,建準,2421
080480,call,京元電子,2449
080481,call,揚博,2493
080482,call,威強電,3022
080483,call,文曄,3036
080484,call,健鼎,3044
080485,call,群創,3481
080486,call,嘉澤,3533
080487,call,十銓,4967
080488,call,飛捷,6206
080489,call,力成,6239
08048U,put,台積電,2330
080490,call,GIS-KY,6456
080491,call,捷敏-KY,6525
080492,call,緯穎,6669
080493,call,力積電,6770
080494,call,AES-KY,6781
080495,call,富世達,6805
080496,call,倍利科,7822
080497,call,至上,8112
080498,call,勤誠,8210
080499,call,寶成,9904
080506,call,南亞,1303
080507,call,南亞,1303
080508,call,南亞,1303
080509,call,聯鈞,3450
080510,call,世芯-KY,3661
080511,call,迅得,6438
080512,call,亞德客-KY,1590
080513,call,上銀,2049
080514,call,上銀,2049
080515,call,華通,2313
080516,call,華通,2313
080517,call,仁寶,2324
080518,call,仁寶,2324
080519,call,台積電,2330
08051P,put,台積電,2330
080520,call,鴻準,2354
080521,call,英業達,2356
080522,call,所羅門,2359
080523,call,所羅門,2359
080524,call,矽統,2363
080525,call,金像電,2368
080526,call,技嘉,2376
080527,call,創見,2451
080528,call,大毅,2478
080529,call,揚博,2493
080530,call,長榮,2603
080531,call,新興,2605
080532,call,萬海,2615
080533,call,嘉晶,3016
080534,call,威強電,3022
080535,call,文曄,3036
080536,call,晶技,3042
080537,call,群創,3481
080538,call,群創,3481
080539,call,群創,3481
080540,call,大聯大,3702
080541,call,日月光投控,3711
080542,call,定穎投控,3715
080543,call,定穎投控,3715
080544,call,定穎投控,3715
080545,call,中磊,5388
080546,call,亞翔,6139
080547,call,樺漢,6414
080548,call,矽力*-KY,6415
080549,call,矽力*-KY,6415
080550,call,保瑞,6472
080551,call,力積電,6770
080552,call,天二科技,6834
080553,call,天二科技,6834
080554,call,永擎,7711
080555,call,永擎,7711
080556,call,松川精密,7788
080557,call,至上,8112
080558,call,巨大,9921
080561,call,長興,1717
080562,call,長興,1717
080563,call,昆盈,2365
080564,call,宏致,3605
080565,call,GIS-KY,6456
080567,call,中砂,1560
080568,call,長興,1717
080569,call,所羅門,2359
080570,call,金像電,2368
080571,call,技嘉,2376
080572,call,微星,2377
080573,call,超豐,2441
080574,call,大毅,2478
080575,call,揚博,2493
080576,call,華擎,3515
080577,call,宏致,3605
080578,call,宏致,3605
080579,call,宏致,3605
080580,call,宏致,3605
080581,call,大聯大,3702
080582,call,誠美材,4960
080583,call,光聖,6442
080584,call,光聖,6442
080585,call,富世達,6805
080586,call,元大台灣50,0050
080588,call,智邦,2345
080589,call,健鼎,3044
080591,call,新纖,1409
080592,call,台玻,1802
080593,call,金像電,2368
080594,call,金像電,2368
080595,call,晶技,3042
080596,call,健鼎,3044
080597,call,GIS-KY,6456
080598,call,至上,8112
080599,call,至上,8112
080600,call,台化,1326
080601,call,士電,1503
080602,call,中鋼,2002
080603,call,光寶科,2301
080604,call,華通,2313
080605,call,鴻海,2317
080606,call,仁寶,2324
080607,call,台積電,2330
080608,call,英業達,2356
080609,call,所羅門,2359
080610,call,矽統,2363
080611,call,研華,2395
080612,call,漢唐,2404
080613,call,興勤,2428
080614,call,可成,2474
080615,call,強茂,2481
080616,call,揚博,2493
080617,call,長榮,2603
080618,call,長榮航,2618
080619,call,長榮航太,2645
080620,call,聯詠,3034
080621,call,智原,3035
080622,call,晶技,3042
080623,call,健鼎,3044
080624,call,緯創,3231
080625,call,新日興,3376
080626,call,玉晶光,3406
080627,call,群創,3481
080628,call,達明,4585
080629,call,帆宣,6196
08062U,put,可寧衛*,8422
080630,call,矽格,6257
080631,call,台郡,6269
080632,call,旭隼,6409
080633,call,樺漢,6414
080634,call,力智,6719
080635,call,力積電,6770
080636,call,勤誠,8210
080637,call,泰金寶-DR,9105
080638,call,世紀鋼,9958
080641,call,南亞,1303
080642,call,華城,1519
080643,call,長興,1717
080644,call,美時,1795
080645,call,鴻海,2317
080646,call,仁寶,2324
080647,call,旺宏,2337
080648,call,華邦電,2344
080649,call,華邦電,2344
080650,call,智邦,2345
080651,call,鴻準,2354
080652,call,英業達,2356
080653,call,矽統,2363
080654,call,燿華,2367
080655,call,金像電,2368
080656,call,技嘉,2376
080657,call,微星,2377
080658,call,鼎元,2426
080659,call,超豐,2441
080660,call,大毅,2478
080661,call,萬海,2615
080662,call,王品,2727
080663,call,健鼎,3044
080664,call,宏致,3605
080665,call,貿聯-KY,3665
080666,call,神達,3706
080667,call,日月光投控,3711
080668,call,臻鼎-KY,4958
080669,call,亞翔,6139
080670,call,力成,6239
080671,call,矽格,6257
080672,call,世芯-KY,3661
080673,call,同欣電,6271
080674,call,光聖,6442
080675,call,洋基工程,6691
080676,call,力積電,6770
080677,call,松川精密,7788
080678,call,富邦媒,8454
080679,call,巨大,9921
080680,call,世紀鋼,9958
080681,call,士電,1503
080682,call,華邦電,2344
080683,call,華邦電,2344
080684,call,華邦電,2344
080685,call,微星,2377
080686,call,超豐,2441
080687,call,創見,2451
080688,call,長榮航太,2645
080689,call,健鼎,3044
080690,call,辛耘,3583
080691,call,神達,3706
080692,call,大銀微系統,4576
080693,call,和碩,4938
080694,call,崇越,5434
080695,call,光聖,6442
080696,call,力積電,6770
080697,call,福懋科,8131
080698,call,長興,1717
080699,call,台玻,1802
080700,call,上銀,2049
080701,call,鴻海,2317
080702,call,技嘉,2376
080703,call,微星,2377
080704,call,揚博,2493
080705,call,健鼎,3044
080706,call,宏致,3605
080707,call,臻鼎-KY,4958
080708,call,誠美材,4960
080709,call,亞翔,6139
080710,call,台郡,6269
080711,call,矽力*-KY,6415
080712,call,保瑞,6472
080713,call,力積電,6770
080714,call,力積電,6770
080715,call,華新,1605
080716,call,台橡,2103
080717,call,鴻海,2317
080718,call,鴻海,2317
080719,call,仁寶,2324
080720,call,英業達,2356
080721,call,所羅門,2359
080722,call,技嘉,2376
080723,call,聯發科,2454
080724,call,微星,2377
080725,call,微星,2377
080726,call,興勤,2428
080727,call,京元電子,2449
080728,call,普安,2495
080729,call,健鼎,3044
