wcode,kind,uname,ucode
070577,call,台新新光金,2887
070578,call,永豐金,2890
070579,call,第一金,2892
070580,call,昇貿,3305
070581,call,新日興,3376
070582,call,日月光投控,3711
070583,call,十銓,4967
070584,call,乙盛-KY,5243
070585,call,台表科,6278
070586,call,台表科,6278
070587,call,富世達,6805
070588,call,富世達,6805
070589,call,松川精密,7788
070591,call,士電,1503
070592,call,東元,1504
070593,call,中興電,1513
070594,call,亞力,1514
070595,call,華榮,1608
070596,call,研華,2395
070597,call,漢唐,2404
070598,call,友達,2409
070599,call,友達,2409
070600,call,晶豪科,3006
070601,call,玉晶光,3406
070602,call,十銓,4967
070603,call,富世達,6805
070604,call,富世達,6805
070605,call,世紀鋼,9958
070610,call,南亞,1303
070611,call,東陽,1319
070612,call,士電,1503
070613,call,亞力,1514
070614,call,華新,1605
070615,call,中纖,1718
070616,call,聯電,2303
070617,call,華通,2313
070618,call,鴻海,2317
070619,call,技嘉,2376
070620,call,微星,2377
070621,call,京元電子,2449
070622,call,飛宏,2457
070623,call,揚博,2493
070624,call,華航,2610
070625,call,華南金,2880
070626,call,玉山金,2884
070627,call,元大金,2885
070628,call,兆豐金,2886
070629,call,台新新光金,2887
070630,call,永豐金,2890
070631,call,晶豪科,3006
070632,call,晟銘電,3013
070633,call,緯創,3231
070634,call,神達,3706
070635,call,上緯投控,3708
070636,call,祥碩,5269
070637,call,旭隼,6409
070638,call,世紀鋼,9958
070642,call,富邦科技,0052
070644,call,統一,1216
070645,call,士電,1503
070646,call,東元,1504
070647,call,光寶科,2301
070648,call,鴻海,2317
070649,call,鴻海,2317
07064U,put,華東,8110
070650,call,鴻海,2317
070651,call,鴻海,2317
070652,call,仁寶,2324
070653,call,廣宇,2328
070654,call,台積電,2330
070655,call,英業達,2356
070656,call,大同,2371
070657,call,強茂,2481
070658,call,凱基金,2883
070659,call,玉山金,2884
070660,call,永豐金,2890
070661,call,日月光投控,3711
070662,call,中磊,5388
070663,call,富世達,6805
070665,call,國喬,1312
070666,call,國喬,1312
070667,call,中興電,1513
070668,call,中纖,1718
070669,call,中纖,1718
070670,call,仁寶,2324
070671,call,強茂,2481
070672,call,長榮,2603
070673,call,TPK-KY,3673
070674,call,台郡,6269
070675,call,台表科,6278
070676,call,康舒,6282
070677,call,富世達,6805
070678,call,勤誠,8210
070679,call,勤誠,8210
07067U,put,力積電,6770
070680,call,富鼎,8261
070681,call,美德醫療-DR,9103
070684,call,元大台灣50,0050
070685,call,台聚,1304
070686,call,三芳,1307
070687,call,國喬,1312
070688,call,國喬,1312
070689,call,聯成,1313
070690,call,台化,1326
070691,call,士電,1503
070693,call,東元,1504
070694,call,亞力,1514
070695,call,光寶科,2301
070696,call,光寶科,2301
070698,call,貿聯-KY,3665
070699,call,光寶科,2301
070700,call,大同,2371
070701,call,瑞昱,2379
070703,call,亞翔,6139
070704,call,瑞昱,2379
070705,call,研華,2395
070706,call,保瑞,6472
070707,call,揚博,2493
070708,call,揚博,2493
070710,call,凱基金,2883
070711,call,今國光,6209
070713,call,勤誠,8210
070714,call,康舒,6282
070715,call,旭隼,6409
070716,call,旭隼,6409
070717,call,旭隼,6409
070718,call,AES-KY,6781
070719,call,AES-KY,6781
070720,call,AES-KY,6781
070721,call,雲豹能源,6869
070725,call,國喬,1312
070726,call,國喬,1312
070727,call,國喬,1312
070728,call,東元,1504
070729,call,東元,1504
070730,call,中興電,1513
070731,call,中興電,1513
070732,call,亞力,1514
070733,call,華城,1519
070734,call,華城,1519
070735,call,華城,1519
070736,call,華城,1519
070737,call,華新,1605
070738,call,華新,1605
070739,call,光寶科,2301
070740,call,光寶科,2301
070741,call,光寶科,2301
070742,call,聯電,2303
070743,call,聯電,2303
070744,call,聯電,2303
070745,call,聯電,2303
070746,call,華通,2313
070747,call,華通,2313
070748,call,華通,2313
070749,call,華通,2313
070750,call,鴻海,2317
070751,call,台積電,2330
070752,call,智邦,2345
070753,call,技嘉,2376
070754,call,微星,2377
070755,call,微星,2377
070756,call,友達,2409
070759,call,友達,2409
070760,call,友達,2409
070761,call,強茂,2481
070762,call,強茂,2481
070763,call,強茂,2481
070764,call,強茂,2481
070765,call,強茂,2481
070766,call,宏達電,2498
070767,call,富邦金,2881
070768,call,晶豪科,3006
070769,call,晶豪科,3006
070770,call,晟銘電,3013
070771,call,奇鋐,3017
070772,call,緯創,3231
070773,call,緯創,3231
070774,call,緯創,3231
070775,call,昇貿,3305
070776,call,新日興,3376
070777,call,神達,3706
070778,call,日月光投控,3711
070779,call,亞翔,6139
070780,call,亞翔,6139
070781,call,台郡,6269
070782,call,台表科,6278
070783,call,康舒,6282
070784,call,康舒,6282
070785,call,康舒,6282
070786,call,康舒,6282
070787,call,緯穎,6669
070788,call,緯穎,6669
070789,call,緯穎,6669
070790,call,緯穎,6669
070791,call,AES-KY,6781
070792,call,AES-KY,6781
070793,call,富世達,6805
070794,call,富鼎,8261
070795,call,晶豪科,3006
070796,call,緯創,3231
070798,call,聯電,2303
070799,call,瑞昱,2379
070800,call,友達,2409
070801,call,京元電子,2449
070802,call,晶豪科,3006
070803,call,晶豪科,3006
070804,call,晶豪科,3006
070805,call,奇鋐,3017
070806,call,緯創,3231
070807,call,新日興,3376
070808,call,十銓,4967
070809,call,台表科,6278
07080U,put,旺宏,2337
070810,call,啟碁,6285
070811,call,旭隼,6409
070812,call,GIS-KY,6456
070814,call,東元,1504
070815,call,華新,1605
070816,call,光寶科,2301
070817,call,智邦,2345
070818,call,英業達,2356
070819,call,技嘉,2376
07081U,put,旺宏,2337
070820,call,億光,2393
070821,call,友達,2409
070822,call,第一金,2892
070823,call,晶豪科,3006
070824,call,奇鋐,3017
070825,call,增你強,3028
070826,call,緯創,3231
070827,call,昇貿,3305
070828,call,新日興,3376
070829,call,日月光投控,3711
07082U,put,旺宏,2337
070830,call,十銓,4967
070831,call,亞翔,6139
070832,call,台郡,6269
070833,call,台表科,6278
070834,call,康舒,6282
070835,call,康舒,6282
070836,call,康舒,6282
070837,call,旭隼,6409
070838,call,旭隼,6409
070839,call,緯穎,6669
070840,call,富世達,6805
070841,call,富世達,6805
070842,call,富世達,6805
070843,call,富世達,6805
070845,call,松川精密,7788
070846,call,至上,8112
070847,call,勤誠,8210
070848,call,富鼎,8261
070854,call,聯電,2303
070855,call,華通,2313
070856,call,台積電,2330
070857,call,台積電,2330
070858,call,微星,2377
070859,call,瑞昱,2379
070860,call,興勤,2428
070861,call,京元電子,2449
070862,call,瑞軒,2489
070863,call,富邦金,2881
070864,call,國泰金,2882
070865,call,中信金,2891
070866,call,晶豪科,3006
070867,call,晟銘電,3013
070868,call,亞光,3019
070869,call,神達,3706
070870,call,康舒,6282
070871,call,GIS-KY,6456
070872,call,金寶,2312
070873,call,友達,2409
070874,call,揚博,2493
070875,call,國泰金,2882
070876,call,GIS-KY,6456
070877,call,至上,8112
070878,call,儒鴻,1476
070879,call,士電,1503
070880,call,士電,1503
070881,call,東元,1504
070882,call,東元,1504
070883,call,中興電,1513
070884,call,華新,1605
070885,call,東鹼,1708
070886,call,台玻,1802
070887,call,金寶,2312
070888,call,楠梓電,2316
070889,call,中環,2323
070890,call,中環,2323
070891,call,佳世達,2352
070892,call,技嘉,2376
070893,call,漢唐,2404
070894,call,友達,2409
070895,call,友達,2409
070896,call,建準,2421
070897,call,京元電子,2449
070898,call,陽明,2609
070899,call,長榮航,2618
070900,call,長榮航,2618
070901,call,奇鋐,3017
070902,call,信邦,3023
070903,call,增你強,3028
070904,call,華晶科,3059
070905,call,緯創,3231
070906,call,大銀微系統,4576
070907,call,康普,4739
070908,call,致伸,4915
070909,call,中磊,5388
070910,call,飛捷,6206
070911,call,啟碁,6285
070912,call,旭隼,6409
070913,call,旭隼,6409
070914,call,GIS-KY,6456
070915,call,GIS-KY,6456
070916,call,惠特,6706
070917,call,松川精密,7788
070918,call,東鹼,1708
070919,call,東鹼,1708
07091U,put,緯穎,6669
070920,call,中鋼,2002
070921,call,金寶,2312
070922,call,群光,2385
070923,call,友達,2409
070924,call,友達,2409
070925,call,國泰金,2882
070926,call,新日興,3376
070927,call,新日興,3376
070928,call,旭隼,6409
070929,call,旭隼,6409
070930,call,GIS-KY,6456
070931,call,世紀鋼,9958
070932,call,世紀鋼,9958
070936,call,金寶,2312
070937,call,鴻海,2317
070938,call,鴻海,2317
070939,call,鴻海,2317
070940,call,瑞昱,2379
070941,call,友達,2409
070942,call,神達,3706
070943,call,大銀微系統,4576
070944,call,台郡,6269
070945,call,泓德能源,6873
070946,call,元大台灣50,0050
070947,call,元大台灣50,0050
070949,call,士電,1503
070950,call,東元,1504
070951,call,華城,1519
070952,call,華新,1605
070953,call,華新,1605
070954,call,東鹼,1708
070955,call,聯電,2303
070956,call,聯電,2303
070957,call,金寶,2312
070958,call,金寶,2312
070959,call,華通,2313
070960,call,華通,2313
070961,call,華通,2313
070962,call,台積電,2330
070963,call,台積電,2330
070964,call,英業達,2356
070965,call,所羅門,2359
070966,call,技嘉,2376
070967,call,微星,2377
070968,call,漢唐,2404
070969,call,漢唐,2404
070970,call,漢唐,2404
070971,call,京元電子,2449
070972,call,京元電子,2449
070973,call,神基,3005
070974,call,晶豪科,3006
070975,call,晶豪科,3006
070976,call,奇鋐,3017
070977,call,奇鋐,3017
070978,call,智原,3035
070979,call,益登,3048
070980,call,華晶科,3059
070981,call,緯創,3231
070982,call,緯創,3231
070983,call,緯創,3231
070984,call,新日興,3376
070985,call,新日興,3376
070986,call,新日興,3376
070987,call,嘉澤,3533
070988,call,嘉澤,3533
070989,call,日月光投控,3711
070990,call,十銓,4967
070991,call,祥碩,5269
070992,call,祥碩,5269
070993,call,祥碩,5269
070994,call,中磊,5388
070995,call,亞翔,6139
070996,call,亞翔,6139
070997,call,康舒,6282
070998,call,康舒,6282
070999,call,康舒,6282
071000,call,旭隼,6409
071001,call,旭隼,6409
071002,call,旭隼,6409
071003,call,旭隼,6409
071004,call,緯穎,6669
071006,call,緯穎,6669
071007,call,AES-KY,6781
071008,call,富世達,6805
071009,call,富世達,6805
071010,call,長華*,8070
071011,call,長華*,8070
071012,call,至上,8112
071013,call,士電,1503
071014,call,矽格,6257
071015,call,聯電,2303
071016,call,國泰金,2882
071017,call,晶技,3042
071018,call,永光,1711
071019,call,和桐,1714
071020,call,大成鋼,2027
071021,call,光寶科,2301
071022,call,菱生,2369
071023,call,晶技,3042
071024,call,康舒,6282
071025,call,樺漢,6414
071026,call,松川精密,7788
071027,call,宇瞻,8271
071028,call,新日興,3376
071029,call,誠美材,4960
07102U,put,勤誠,8210
071030,call,鴻海,2317
071031,call,台積電,2330
071032,call,台積電,2330
071033,call,晶技,3042
071034,call,宇瞻,8271
071035,call,美時,1795
071036,call,燿華,2367
071037,call,研華,2395
071038,call,漢唐,2404
071040,call,昇陽半導體,8028
071041,call,京元電子,2449
071042,call,長榮,2603
071043,call,奇鋐,3017
071044,call,晶技,3042
071045,call,昇貿,3305
071046,call,昇貿,3305
071047,call,新日興,3376
071048,call,玉晶光,3406
071049,call,嘉澤,3533
071050,call,定穎投控,3715
071051,call,祥碩,5269
071052,call,精成科,6191
071053,call,啟碁,6285
071054,call,啟碁,6285
071055,call,AES-KY,6781
071056,call,富鼎,8261
071057,call,士電,1503
071058,call,瑞昱,2379
071059,call,晶技,3042
071060,call,大銀微系統,4576
071061,call,聯發科,2454
071062,call,儒鴻,1476
071063,call,士電,1503
071064,call,華城,1519
071065,call,永光,1711
071066,call,永光,1711
071067,call,台玻,1802
071068,call,聯電,2303
071069,call,金寶,2312
071070,call,鴻海,2317
071071,call,所羅門,2359
071072,call,菱生,2369
071073,call,技嘉,2376
071074,call,微星,2377
071075,call,漢唐,2404
071076,call,京元電子,2449
071077,call,鉅祥,2476
071078,call,陽明,2609
071079,call,晶豪科,3006
071080,call,奇鋐,3017
071081,call,智原,3035
071082,call,晶技,3042
071083,call,晶技,3042
071084,call,華晶科,3059
071085,call,嘉澤,3533
071086,call,十銓,4967
071087,call,祥碩,5269
071088,call,中磊,5388
071090,call,康舒,6282
071091,call,啟碁,6285
071092,call,GIS-KY,6456
071093,call,AES-KY,6781
071094,call,宇瞻,8271
071096,call,華邦電,2344
071097,call,台新新光金,2887
071098,call,聯詠,3034
071099,call,智原,3035
071100,call,神達,3706
071101,call,台積電,2330
071102,call,台積電,2330
071103,call,華邦電,2344
071104,call,晶技,3042
071105,call,日月光投控,3711
071106,call,東台,4526
071107,call,松川精密,7788
071108,call,上銀,2049
071109,call,鴻海,2317
071110,call,鴻海,2317
071111,call,華邦電,2344
071112,call,華邦電,2344
071113,call,華邦電,2344
071114,call,聯強,2347
071115,call,所羅門,2359
071116,call,燿華,2367
071117,call,漢唐,2404
071118,call,興勤,2428
071119,call,華航,2610
071120,call,奇鋐,3017
071121,call,聯詠,3034
071122,call,玉晶光,3406
071123,call,智易,3596
071124,call,日月光投控,3711
071125,call,正文,4906
071126,call,十銓,4967
071127,call,采鈺,6789
071128,call,松川精密,7788
071129,call,松川精密,7788
071130,call,宇瞻,8271
071131,call,華城,1519
071132,call,技嘉,2376
071133,call,微星,2377
071134,call,漢唐,2404
071135,call,京元電子,2449
071136,call,臺企銀,2834
071137,call,富邦金,2881
071138,call,國泰金,2882
071139,call,台新新光金,2887
071140,call,晶豪科,3006
071141,call,奇鋐,3017
071142,call,中磊,5388
071143,call,啟碁,6285
071144,call,AES-KY,6781
071146,call,聚陽,1477
071147,call,亞力,1514
071148,call,亞德客-KY,1590
071149,call,大成鋼,2027
071150,call,所羅門,2359
071151,call,兆赫,2485
071152,call,陽明,2609
071153,call,中信金,2891
071154,call,智原,3035
071155,call,華晶科,3059
071156,call,達興材料,5234
071157,call,乙盛-KY,5243
071158,call,佳必琪,6197
071159,call,群電,6412
071160,call,宇瞻,8271
071161,call,東聯,1710
071162,call,光寶科,2301
071163,call,聯電,2303
071164,call,鴻海,2317
071165,call,鴻海,2317
071166,call,華邦電,2344
071167,call,智邦,2345
071168,call,所羅門,2359
071169,call,瑞昱,2379
071170,call,瑞昱,2379
071171,call,友達,2409
071172,call,強茂,2481
071173,call,臺企銀,2834
071174,call,富邦金,2881
071175,call,國泰金,2882
071176,call,神基,3005
071177,call,緯創,3231
071178,call,玉晶光,3406
071179,call,嘉澤,3533
07117U,put,力積電,6770
071180,call,日月光投控,3711
071181,call,大銀微系統,4576
071182,call,亞翔,6139
071183,call,樺漢,6414
071184,call,緯穎,6669
071185,call,AES-KY,6781
071186,call,意騰-KY,7749
071187,call,華東,8110
071188,call,南茂,8150
071189,call,勤誠,8210
071195,call,東陽,1319
071196,call,信錦,1582
071197,call,永光,1711
071198,call,美時,1795
071200,call,美律,2439
071201,call,富邦金,2881
071202,call,富邦金,2881
071203,call,國泰金,2882
071204,call,凱基金,2883
071205,call,玉山金,2884
071206,call,玉晶光,3406
071207,call,玉晶光,3406
071208,call,玉晶光,3406
071209,call,緯穎,6669
071210,call,緯穎,6669
071211,call,緯穎,6669
071212,call,華東,8110
071213,call,富邦科技,0052
071214,call,聯電,2303
071215,call,聯電,2303
071216,call,鴻海,2317
071217,call,仁寶,2324
071218,call,台積電,2330
071219,call,台積電,2330
07121U,put,元大台灣50,0050
071220,call,台積電,2330
071221,call,台積電,2330
071222,call,聯強,2347
071223,call,英業達,2356
071224,call,瑞昱,2379
071225,call,瑞昱,2379
071226,call,友達,2409
071227,call,鉅祥,2476
071228,call,鉅祥,2476
071229,call,富邦金,2881
071230,call,晶技,3042
071231,call,華擎,3515
071232,call,東台,4526
071233,call,康普,4739
071234,call,正文,4906
071235,call,誠美材,4960
071236,call,乙盛-KY,5243
071237,call,邁達特,6112
071238,call,豐藝,6189
071239,call,帆宣,6196
071240,call,樺漢,6414
071241,call,台灣虎航,6757
071242,call,南茂,8150
071243,call,可寧衛*,8422
071244,call,宏全,9939
071245,call,世紀鋼,9958
071246,call,世紀鋼,9958
071247,call,光寶科,2301
071248,call,光寶科,2301
071249,call,聯電,2303
071250,call,聯電,2303
071251,call,聯電,2303
071252,call,華通,2313
071253,call,鴻海,2317
071254,call,台積電,2330
071255,call,華邦電,2344
071256,call,華邦電,2344
071257,call,華邦電,2344
071258,call,華邦電,2344
071259,call,智邦,2345
071260,call,漢唐,2404
071261,call,漢唐,2404
071262,call,友達,2409
071263,call,友達,2409
071264,call,友達,2409
071265,call,友達,2409
071266,call,京元電子,2449
071267,call,晶豪科,3006
071268,call,晶豪科,3006
071269,call,奇鋐,3017
071270,call,緯創,3231
071271,call,日月光投控,3711
071272,call,日月光投控,3711
071273,call,亞翔,6139
071274,call,亞翔,6139
071275,call,康舒,6282
071276,call,松川精密,7788
071277,call,元大台灣50,0050
071278,call,鴻海,2317
071279,call,華邦電,2344
071280,call,技嘉,2376
071281,call,康舒,6282
071282,call,元大台灣50,0050
071288,call,華城,1519
071289,call,華通,2313
071290,call,鴻海,2317
071291,call,仁寶,2324
071292,call,華邦電,2344
071293,call,聯強,2347
071294,call,英業達,2356
071295,call,矽統,2363
071296,call,技嘉,2376
071297,call,微星,2377
071298,call,威盛,2388
071299,call,漢唐,2404
071300,call,京元電子,2449
071301,call,華固,2548
071302,call,晶豪科,3006
071303,call,奇鋐,3017
071304,call,晶技,3042
071305,call,帆宣,6196
071306,call,康舒,6282
071307,call,啟碁,6285
071308,call,台灣虎航,6757
071309,call,松川精密,7788
071310,call,至上,8112
071312,call,晶技,3042
071313,call,帆宣,6196
071314,call,東陽,1319
071315,call,華新,1605
071316,call,友達,2409
071317,call,昇貿,3305
071318,call,上銀,2049
071319,call,潤泰新,9945
071320,call,華固,2548
071321,call,樺漢,6414
071323,call,裕民,2606
071325,call,慧洋-KY,2637
071326,call,樺漢,6414
071327,call,松川精密,7788
071329,call,偉訓,3032
071330,call,偉訓,3032
071332,call,定穎投控,3715
071334,call,光寶科,2301
071335,call,鴻海,2317
071336,call,大銀微系統,4576
071337,call,大銀微系統,4576
071338,call,大銀微系統,4576
071339,call,大銀微系統,4576
071340,call,技嘉,2376
071341,call,友達,2409
071342,call,慧洋-KY,2637
071343,call,波力-KY,8467
071344,call,台新新光金,2887
071345,call,永豐金,2890
071346,call,中信金,2891
071347,call,玉晶光,3406
071348,call,日月光投控,3711
071349,call,正文,4906
071350,call,眾達-KY,4977
071351,call,台郡,6269
071355,call,金寶,2312
071356,call,矽統,2363
071357,call,佳能,2374
071358,call,美律,2439
071359,call,瑞軒,2489
071360,call,晶技,3042
071361,call,新日興,3376
071362,call,新日興,3376
071363,call,TPK-KY,3673
071364,call,神達,3706
071365,call,神達,3706
071366,call,亞翔,6139
071367,call,亞翔,6139
071368,call,佳必琪,6197
071369,call,佳必琪,6197
071370,call,今國光,6209
071371,call,今國光,6209
071372,call,意騰-KY,7749
071373,call,松川精密,7788
071375,call,鴻海,2317
071376,call,華邦電,2344
071377,call,華邦電,2344
071378,call,英業達,2356
071379,call,英業達,2356
071380,call,菱生,2369
071381,call,友達,2409
071382,call,友達,2409
071383,call,京元電子,2449
071384,call,志聖,2467
071385,call,慧洋-KY,2637
071386,call,國泰金,2882
071387,call,帆宣,6196
071388,call,帆宣,6196
071389,call,佳必琪,6197
071390,call,佳必琪,6197
071391,call,佳必琪,6197
071392,call,啟碁,6285
071393,call,保瑞,6472
071394,call,松川精密,7788
071395,call,至上,8112
071396,call,寶成,9904
071399,call,東陽,1319
071400,call,士電,1503
071401,call,士電,1503
071402,call,華城,1519
071403,call,中砂,1560
071404,call,上銀,2049
071405,call,聯電,2303
071406,call,聯電,2303
071407,call,楠梓電,2316
071408,call,仁寶,2324
071409,call,華邦電,2344
071410,call,華邦電,2344
071411,call,華邦電,2344
071412,call,華邦電,2344
071413,call,華邦電,2344
071414,call,英業達,2356
071415,call,矽統,2363
071416,call,燿華,2367
071417,call,燿華,2367
071418,call,微星,2377
071419,call,微星,2377
07141U,put,智邦,2345
071420,call,漢唐,2404
071421,call,友達,2409
071422,call,友達,2409
071423,call,興勤,2428
071424,call,興勤,2428
071425,call,京元電子,2449
071426,call,飛宏,2457
071427,call,志聖,2467
071428,call,強茂,2481
071429,call,揚博,2493
071430,call,宏達電,2498
071431,call,奇鋐,3017
071432,call,威強電,3022
071433,call,聯詠,3034
071434,call,晶技,3042
071435,call,晶技,3042
071436,call,晶技,3042
071437,call,晶技,3042
071438,call,緯創,3231
071439,call,緯創,3231
071440,call,緯創,3231
071441,call,新日興,3376
071442,call,新日興,3376
071443,call,玉晶光,3406
071444,call,玉晶光,3406
071445,call,神達,3706
071446,call,日月光投控,3711
071447,call,日月光投控,3711
071448,call,材料*-KY,4763
071449,call,乙盛-KY,5243
071450,call,佳必琪,6197
071451,call,佳必琪,6197
071452,call,台表科,6278
071453,call,台表科,6278
071454,call,台表科,6278
071455,call,GIS-KY,6456
071456,call,GIS-KY,6456
071457,call,富世達,6805
071458,call,意騰-KY,7749
071459,call,松川精密,7788
071460,call,長華*,8070
071461,call,勤誠,8210
071462,call,勤誠,8210
071463,call,宇瞻,8271
071464,call,宇瞻,8271
071465,call,元大台灣50,0050
071473,call,南亞,1303
071474,call,南亞,1303
071475,call,士電,1503
071476,call,上銀,2049
071477,call,光寶科,2301
071478,call,聯電,2303
071479,call,金寶,2312
071480,call,仁寶,2324
071481,call,華邦電,2344
071482,call,英業達,2356
071483,call,燿華,2367
071484,call,漢唐,2404
071485,call,友達,2409
071486,call,鉅祥,2476
071487,call,晶豪科,3006
071488,call,智原,3035
071489,call,晶技,3042
07148U,put,一詮,2486
071490,call,玉晶光,3406
071491,call,華擎,3515
071492,call,TPK-KY,3673
071493,call,日月光投控,3711
071494,call,亞翔,6139
071495,call,佳必琪,6197
071496,call,今國光,6209
071497,call,群電,6412
071498,call,保瑞,6472
071499,call,騰輝電子-KY,6672
071500,call,惠特,6706
071501,call,富世達,6805
071502,call,南茂,8150
071503,call,勤誠,8210
071506,call,南亞科,2408
071507,call,南亞科,2408
071508,call,緯穎,6669
071510,call,英業達,2356
071511,call,可成,2474
071512,call,兆豐金,2886
071513,call,亞翔,6139
071514,call,帆宣,6196
071515,call,聯茂,6213
071516,call,聯茂,6213
071517,call,緯穎,6669
071518,call,富世達,6805
071519,call,富世達,6805
071520,call,華新,1605
071521,call,長興,1717
071522,call,宏碁,2353
071523,call,微星,2377
071524,call,南亞科,2408
071525,call,南亞科,2408
071526,call,南亞科,2408
071527,call,可成,2474
071528,call,TPK-KY,3673
071529,call,康舒,6282
071530,call,南亞,1303
071531,call,華新,1605
071532,call,華新,1605
071533,call,永光,1711
071534,call,光寶科,2301
071535,call,鴻海,2317
071536,call,鴻海,2317
071537,call,鴻海,2317
071538,call,仁寶,2324
071539,call,台積電,2330
071540,call,台積電,2330
071541,call,台積電,2330
071542,call,宏碁,2353
071543,call,英業達,2356
071544,call,技嘉,2376
071545,call,微星,2377
071546,call,微星,2377
071547,call,漢唐,2404
071548,call,南亞科,2408
071549,call,南亞科,2408
071550,call,南亞科,2408
071551,call,南亞科,2408
071552,call,友達,2409
071553,call,友達,2409
071554,call,興勤,2428
071555,call,京元電子,2449
071556,call,京元電子,2449
071557,call,可成,2474
071558,call,可成,2474
071559,call,強茂,2481
071560,call,強茂,2481
071561,call,長榮,2603
071562,call,智原,3035
071563,call,玉晶光,3406
071564,call,日月光投控,3711
071565,call,日月光投控,3711
071566,call,正文,4906
071567,call,亞翔,6139
071568,call,盛群,6202
071569,call,聯茂,6213
071570,call,台郡,6269
071571,call,康舒,6282
071572,call,康舒,6282
071573,call,AES-KY,6781
071574,call,采鈺,6789
071575,call,富世達,6805
071576,call,富世達,6805
071577,call,至上,8112
071584,call,南亞,1303
071585,call,上銀,2049
071586,call,光寶科,2301
071587,call,聯電,2303
071588,call,金寶,2312
071589,call,台積電,2330
071590,call,台積電,2330
071591,call,台積電,2330
071592,call,宏碁,2353
071593,call,敬鵬,2355
071594,call,佳能,2374
071595,call,南亞科,2408
071596,call,南亞科,2408
071597,call,友達,2409
071598,call,美律,2439
071599,call,可成,2474
071600,call,鉅祥,2476
071601,call,新日興,3376
071602,call,玉晶光,3406
071603,call,神達,3706
071604,call,日月光投控,3711
071605,call,亞翔,6139
071606,call,佳必琪,6197
071607,call,聯茂,6213
071608,call,聯茂,6213
071609,call,聯茂,6213
071610,call,群電,6412
071611,call,樺漢,6414
071612,call,保瑞,6472
071613,call,富世達,6805
071614,call,南茂,8150
071615,call,元大台灣50,0050
071619,call,聚陽,1477
071620,call,宏碁,2353
071621,call,大同,2371
071622,call,華航,2610
071623,call,國泰金,2882
071624,call,中信金,2891
071625,call,全科,3209
071626,call,聯茂,6213
071627,call,保瑞,6472
071628,call,保瑞,6472
071629,call,致新,8081
071630,call,福懋科,8131
071631,call,明基材,8215
071632,call,華城,1519
071633,call,華通,2313
071634,call,智邦,2345
071635,call,宏碁,2353
071636,call,南亞科,2408
071637,call,南亞科,2408
071638,call,飛宏,2457
071639,call,志聖,2467
071640,call,可成,2474
071641,call,晶豪科,3006
071642,call,奇鋐,3017
071643,call,聯茂,6213
071644,call,康舒,6282
071645,call,緯穎,6669
071649,call,可成,2474
07164U,put,華新,1605
071650,call,南亞,1303
071651,call,聯電,2303
071652,call,金寶,2312
071653,call,台積電,2330
071654,call,台積電,2330
071655,call,台積電,2330
071656,call,台積電,2330
071657,call,台積電,2330
071658,call,敬鵬,2355
071659,call,南亞科,2408
071661,call,京元電子,2449
071662,call,奇鋐,3017
071663,call,日月光投控,3711
071664,call,AES-KY,6781
071665,call,勤誠,8210
071666,call,元大台灣50,0050
071668,call,華城,1519
071669,call,華城,1519
071670,call,華新,1605
071671,call,南亞科,2408
071672,call,南亞科,2408
071673,call,南亞科,2408
071674,call,可成,2474
071675,call,亞翔,6139
071676,call,亞翔,6139
071677,call,亞翔,6139
071678,call,緯穎,6669
071679,call,緯穎,6669
071680,call,至上,8112
071681,call,華通,2313
071682,call,台積電,2330
071683,call,玉晶光,3406
071684,call,十銓,4967
071685,call,南茂,8150
071686,call,華新,1605
071687,call,美時,1795
071688,call,華邦電,2344
071689,call,華邦電,2344
071690,call,漢唐,2404
071691,call,南亞科,2408
071692,call,京元電子,2449
071693,call,揚博,2493
071694,call,日月光投控,3711
071695,call,亞翔,6139
071696,call,盛群,6202
071697,call,意騰-KY,7749
071698,call,至上,8112
071699,call,華新,1605
071700,call,大亞,1609
071701,call,中碳,1723
071702,call,上銀,2049
071703,call,台積電,2330
071704,call,台積電,2330
071705,call,台積電,2330
071706,call,台積電,2330
071707,call,漢唐,2404
071708,call,台積電,2330
071709,call,偉詮電,2436
07170U,put,元大台灣50,0050
071710,call,志聖,2467
071711,call,揚博,2493
071712,call,宏達電,2498
071713,call,宏達電,2498
071714,call,凱基金,2883
071715,call,元大金,2885
071716,call,永豐金,2890
071717,call,聯陽,3014
071718,call,威強電,3022
071719,call,聯詠,3034
071720,call,明泰,3380
071721,call,融程電,3416
071722,call,川湖,2059
071723,call,智易,3596
071724,call,上品,4770
071725,call,建國,5515
071726,call,盛群,6202
071727,call,皇昌,2543
071728,call,至上,8112
071729,call,鼎炫-KY,8499
071730,call,巨騰-DR,9136
071731,call,百和,9938
071735,call,致伸,4915
071736,call,揚博,2493
071737,call,文曄,3036
071738,call,新日興,3376
071739,call,亞翔,6139
07173U,put,華新,1605
071740,call,聯茂,6213
071741,call,元大台灣50,0050
071743,call,穎崴,6515
071744,call,志強-KY,6768
071746,call,南亞,1303
071747,call,華邦電,2344
071748,call,華邦電,2344
071749,call,順德,2351
071750,call,順德,2351
071751,call,南亞科,2408
071752,call,南亞科,2408
071753,call,揚博,2493
071754,call,陽明,2609
071755,call,華航,2610
071756,call,萬海,2615
071757,call,奇鋐,3017
071758,call,亞翔,6139
071759,call,台郡,6269
071760,call,台郡,6269
071761,call,台虹,8039
071762,call,至上,8112
